,Training Source,Home Office/Metro Area,Organization Number,Organization,Capability,Function 2,Career Level,Function,Function Name,Title,Training Type,Training Provider,Training Delivery Type,Training Location,Vendor Name,Conference Name,Course or Event Name,Certification Type,Certification Name,Is there a course with this certification?,Category,Activity,Support Group,Business Justification,What % of the conference is business development?,Training Hours,Travel Required,Certification Fee,Conference Fee,Course Fee,Vendor Charge
1601,TAS,Metro Wash DC Arlington Corp 800 N Glebe,01.01.206.007,TC Oracle,Oracle,TC,9,TC,Technology Consulting,Elective Course  -  Technology Consulting  -  Vendor All Other,Elective Course,Vendor All Other,Virtual,,CompTIA,,,,,,Should not have been approved,Low hours - do on own time,TAS TC Oracle Approval Group,Career growth,,2.4,No,0.0,0,0.0,0
1602,TAS,Metro Wash DC Arlington Corp 800 N Glebe,01.01.206.007,TC Oracle,Oracle,TC,9,TC,Technology Consulting,Elective Course  -  Technology Consulting  -  Vendor All Other,Elective Course,Vendor All Other,Virtual,,CompTIA,,,,,,Should not have been approved,Low hours - do on own time,TAS TC Oracle Approval Group,Career growth,,2.4,No,0.0,0,0.0,0
1603,TAS,Metro Wash DC Arlington Corp 800 N Glebe,01.01.207.004,TDL Emerging Technology,Emerging Tech,TDL,10,TD,Technology Delivery,Elective Course  -  Technology Delivery  -  Accenture,Elective Course,Accenture,Classroom,Chantilly,,,,,,,ServiceNow,SNOW Service Cloud Bootcamp,TAS TDL Emerging Technology Approval Group,Current project/role,,32.0,Yes,0.0,0,0.0,0
1604,TAS,Metro Wash DC Arlington Corp 800 N Glebe,01.01.207.004,TDL Emerging Technology,Emerging Tech,TDL,10,TD,Technology Delivery,Elective Course  -  Technology Delivery  -  Accenture,Elective Course,Accenture,Classroom,,,,,,,,ServiceNow,SNOW Service Cloud Bootcamp,TAS TDL Emerging Technology Approval Group,Upcoming project/role,,32.0,No,0.0,0,0.0,0
1605,TAS,Metro Wash DC Arlington Corp 800 N Glebe,01.01.207.004,TDL Emerging Technology,Emerging Tech,TDL,9,TD,Technology Delivery,Elective Course  -  Technology Delivery  -  Accenture,Elective Course,Accenture,Classroom,,,,,,,,AI,AI Hackathon,TAS TDL Emerging Technology Approval Group,Current project/role,,16.0,No,0.0,0,0.0,0
1606,TAS,Metro Wash DC Arlington Corp 800 N Glebe,01.01.207.004,TDL Emerging Technology,Emerging Tech,TDL,10,TD,Technology Delivery,Elective Course  -  Technology Delivery  -  Accenture,Elective Course,Accenture,Classroom,,,,,,,,AI,AI Hackathon,TAS TDL Emerging Technology Approval Group,Career growth,,16.0,No,0.0,0,0.0,0
1607,TAS,Metro Wash DC Arlington Corp 800 N Glebe,01.01.207.004,TDL Emerging Technology,Emerging Tech,TDL,10,TD,Technology Delivery,Elective Course  -  Technology Delivery  -  Accenture,Elective Course,Accenture,Virtual,,,,,,,,AI,AI Hackathon,TAS TDL Emerging Technology Approval Group,Career growth,,16.0,No,0.0,0,0.0,0
1608,TAS,Metro Wash DC Arlington Corp 800 N Glebe,01.01.207.004,TDL Emerging Technology,Emerging Tech,TDL,9,TD,Technology Delivery,Elective Course  -  Technology Delivery  -  Accenture,Elective Course,Accenture,Classroom,,,,,,,,AI,AI Hackathon,TAS TDL Emerging Technology Approval Group,Career growth,,16.0,No,0.0,0,0.0,0
1609,TAS,Metro Wash DC Arlington Corp 800 N Glebe,01.01.207.004,TDL Emerging Technology,Emerging Tech,TDL,9,TD,Technology Delivery,Certification  -  Technology Delivery  -  Accenture,Certification,Accenture,Classroom,,,,,New,ICAgile Certified Professional (ICP),Yes,Agile,AWF (Agile Way Fundamentals),TAS TDL Emerging Technology Approval Group,Accenture curriculum,,24.0,No,0.0,0,0.0,0
1610,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.207.004,TDL Emerging Technology,Emerging Tech,TDL,8,TD,Technology Delivery,Certification  -  Technology Delivery  -  Accenture,Certification,Accenture,Classroom,,,,,New,ICAgile Certified Professional (ICP),Yes,Agile,AWF (Agile Way Fundamentals),TAS TDL Emerging Technology Approval Group,Current project/role,,24.0,No,0.0,0,0.0,0
1611,TAS,Metro Wash DC Arlington Corp 800 N Glebe,01.01.207.004,TDL Emerging Technology,Emerging Tech,TDL,10,TD,Technology Delivery,Certification  -  Technology Delivery  -  Accenture,Certification,Accenture,Classroom,,,,,New,Artificial Intelligence Developer Hackathon,Yes,AI,AI Hackathon,TAS TDL Emerging Technology Approval Group,Accenture curriculum,,16.0,No,0.0,0,0.0,0
1612,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.207.004,TDL Emerging Technology,Emerging Tech,TDL,7,TD,Technology Delivery,Certification  -  Technology Delivery  -  Vendor All Other,Certification,Vendor All Other,Classroom,,Data Vault Certification,,,New,Data Vault 2.0 Certification,Yes,Analytics/Big Data,Data Vault (Data Warehouse),TAS TDL Emerging Technology Approval Group,Current project/role,,24.0,No,0.0,0,2330.5,0
1613,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.207.004,TDL Emerging Technology,Emerging Tech,TDL,9,TD,Technology Delivery,Certification  -  Technology Delivery  -  Vendor All Other,Certification,Vendor All Other,Virtual,,CompTIA,,,New,Security+,No,Cert exam,(SECR) Security+,TAS TDL Emerging Technology Approval Group,Career growth,,0.0,No,386.0,0,0.0,0
1614,TAS,Baltimore AFS 6340 Security Blvd,01.01.207.004,TDL Emerging Technology,Emerging Tech,TDL,9,TD,Technology Delivery,Certification  -  Technology Delivery  -  Vendor All Other,Certification,Vendor All Other,Virtual,,n/a,,,New,Project Management Professional,No,Cert exam,PMP,TAS TDL Emerging Technology Approval Group,Current project/role,,0.0,No,555.0,0,0.0,0
1615,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.207.004,TDL Emerging Technology,Emerging Tech,TDL,9,TD,Technology Delivery,Certification  -  Technology Delivery  -  Vendor All Other,Certification,Vendor All Other,Virtual,,Salesforce,,,New,Salesforce Certified Platform Developer I,Yes,Cert exam,SalesForce,TAS TDL Emerging Technology Approval Group,Career growth,,2.0,No,200.0,0,0.0,0
1616,TAS,Metro Wash DC Arlington Corp 800 N Glebe,01.01.207.004,TDL Emerging Technology,Emerging Tech,TDL,10,TD,Technology Delivery,Certification  -  Technology Delivery  -  Accenture,Certification,Accenture,Classroom,,,,,New,Salesforce Service Cloud Consultant,No,Cert exam,SalesForce,TAS TDL Emerging Technology Approval Group,Current project/role,,1.0,No,0.0,0,0.0,0
1617,TAS,Metro Wash DC Arlington Corp 800 N Glebe,01.01.207.004,TDL Emerging Technology,Emerging Tech,TDL,8,TD,Technology Delivery,Elective Course  -  Technology Delivery  -  Accenture,Elective Course,Accenture,Virtual,,,,,New,,No,Cloud,AWS Certification,TAS TDL Emerging Technology Approval Group,Other,,0.0,No,0.0,0,0.0,0
1618,TAS,Metro Wash DC Arlington Corp 800 N Glebe,01.01.207.004,TDL Emerging Technology,Emerging Tech,TDL,10,TD,Technology Delivery,Certification  -  Technology Delivery  -  Vendor All Other,Certification,Vendor All Other,Classroom,,AWS,,,New,AWS Certified Solutions Architect - Associate,No,Cloud,AWS Certification,TAS TDL Emerging Technology Approval Group,Current project/role,,2.0,No,150.0,0,0.0,0
1619,TAS,Metro Wash DC Arlington Corp 800 N Glebe,01.01.207.004,TDL Emerging Technology,Emerging Tech,TDL,9,TD,Technology Delivery,Certification  -  Technology Delivery  -  Vendor All Other,Certification,Vendor All Other,Classroom,,AWS,,,New,AWS Certified Solutions Architect - Associate Level,No,Cloud,AWS Certification,TAS TDL Emerging Technology Approval Group,Current project/role,,2.0,No,150.0,0,0.0,0
1620,TAS,Metro Wash DC Arlington Corp 800 N Glebe,01.01.207.004,TDL Emerging Technology,Emerging Tech,TDL,10,TD,Technology Delivery,Certification  -  Technology Delivery  -  Vendor All Other,Certification,Vendor All Other,Classroom,,Amazon Web Services,,,New,AWS Certified Solutions Architect - Associate Level,No,Cloud,AWS Certification,TAS TDL Emerging Technology Approval Group,Current project/role,,2.0,No,150.0,0,0.0,0
1621,TAS,Metro Wash DC Arlington Corp 800 N Glebe,01.01.207.004,TDL Emerging Technology,Emerging Tech,TDL,10,TD,Technology Delivery,Certification  -  Technology Delivery  -  Accenture,Certification,Accenture,Classroom,,,,,New,AWS Certified Solutions Architect - Associate Level,No,Cloud,AWS Certification,TAS TDL Emerging Technology Approval Group,Career growth,,2.0,No,0.0,0,0.0,0
1622,TAS,Metro Wash DC Arlington Corp 800 N Glebe,01.01.207.004,TDL Emerging Technology,Emerging Tech,TDL,8,TD,Technology Delivery,Certification  -  Technology Delivery  -  Vendor All Other,Certification,Vendor All Other,Virtual,,Amazon,,,New,AWS Certified Solutions Architect - Associate Level,No,Cloud,AWS Certification,TAS TDL Emerging Technology Approval Group,Upcoming project/role,,2.0,No,150.0,0,0.0,0
1623,TAS,Metro Wash DC Arlington Corp 800 N Glebe,01.01.207.004,TDL Emerging Technology,Emerging Tech,TDL,8,TD,Technology Delivery,Certification  -  Technology Delivery  -  Accenture,Certification,Accenture,Classroom,,,,,New,AWS Certified Solutions Architect - Associate,Yes,Cloud,AWS Certification,TAS TDL Emerging Technology Approval Group,Career growth,,2.0,No,0.0,0,0.0,0
1624,TAS,Metro Wash DC Arlington Corp 800 N Glebe,01.01.207.004,TDL Emerging Technology,Emerging Tech,TDL,9,TD,Technology Delivery,Certification  -  Technology Delivery  -  Vendor All Other,Certification,Vendor All Other,Virtual,,Linux Academy,,,New,AWS Certified Solutions Architect - Associate Level,Yes,Cloud,AWS Certification,TAS TDL Emerging Technology Approval Group,Career growth,,0.0,No,0.0,0,58.0,0
1625,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.207.004,TDL Emerging Technology,Emerging Tech,TDL,6,TD,Technology Delivery,Client Data Protection  -  Technology Delivery  -  Accenture,Client Data Protection,Accenture,Classroom,,,,,,,,ACN/AFS Curriculum,CDP,TAS TDL Emerging Technology Approval Group,Accenture curriculum,,4.5,No,0.0,0,0.0,0
1626,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.207.005,TDL Industry,Industry,TDL,7,TD,Technology Delivery,Conference  -  Technology Delivery  -  Vendor,Conference,Vendor,,Las Vegas,Oracle,Oracle Modern Customer Experience,,,,,Oracle,Conf - Oracle Modern Cust Exp - Only 1 attendee approved,TAS TDL Industry Approval Group,Current project/role,0.0,24.0,Yes,0.0,1600,0.0,0
1627,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.207.004,TDL Emerging Technology,Emerging Tech,TDL,8,TD,Technology Delivery,Certification  -  Technology Delivery  -  Vendor All Other,Certification,Vendor All Other,Virtual,,Linux Academy,,,New,AWS Certified Solutions Architect - Associate,Yes,Cloud,AWS Certification,TAS TDL Emerging Technology Approval Group,Career growth,,0.0,No,150.0,0,58.0,0
1628,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.207.004,TDL Emerging Technology,Emerging Tech,TDL,7,TD,Technology Delivery,Certification  -  Technology Delivery  -  Vendor All Other,Certification,Vendor All Other,Virtual,,Linux Academy,,,New,AWS Certified Solutions Architect - Associate,Yes,Cloud,AWS Certification,TAS TDL Emerging Technology Approval Group,Other,,0.0,No,0.0,0,58.0,0
1629,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.207.004,TDL Emerging Technology,Emerging Tech,TDL,9,TD,Technology Delivery,Certification  -  Technology Delivery  -  Vendor All Other,Certification,Vendor All Other,Virtual,,Linux Academy,,,New,AWS Certified Solutions Architect - Associate,Yes,Cloud,AWS Certification,TAS TDL Emerging Technology Approval Group,Other,,0.0,No,150.0,0,58.0,0
1630,TAS,Metro Wash DC Arlington Corp 800 N Glebe,01.01.206.007,TC Oracle,Oracle,TC,9,TC,Technology Consulting,Elective Course  -  Technology Consulting  -  Vendor All Other,Elective Course,Vendor All Other,Virtual,,Skillsoft,,,,,,Should not have been approved,Low hours - do on own time,TAS TC Oracle Approval Group,Career growth,,1.0,No,0.0,0,0.0,0
1631,TAS,Metro Wash DC Arlington Corp 800 N Glebe,01.01.207.004,TDL Emerging Technology,Emerging Tech,TDL,8,TD,Technology Delivery,Certification  -  Technology Delivery  -  Vendor All Other,Certification,Vendor All Other,Virtual,,Linux Academy,,,New,AWS Certified Solutions Architect - Associate,Yes,Cloud,AWS Certification,TAS TDL Emerging Technology Approval Group,Career growth,,0.0,No,150.0,0,52.0,0
1632,TAS,Metro Wash DC Arlington Corp 800 N Glebe,01.01.207.004,TDL Emerging Technology,Emerging Tech,TDL,8,TD,Technology Delivery,Certification  -  Technology Delivery  -  Vendor All Other,Certification,Vendor All Other,Virtual,,Linux Academy,,,New,AWS Certified Solutions Architect - Associate,Yes,Cloud,AWS Certification,TAS TDL Emerging Technology Approval Group,Career growth,,0.0,No,0.0,0,58.0,0
1633,TAS,St Louis Corp 211 N Broadway,01.01.206.007,TC Oracle,Oracle,TC,7,TC,Technology Consulting,Elective Course  -  Technology Consulting  -  Accenture,Elective Course,Accenture,Virtual,,,,,,,,Should not have been approved,Low hours - do on own time,TAS TC Oracle Approval Group,Current project/role,,1.0,No,0.0,0,0.0,0
1634,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.207.007,TDL Oracle,Oracle,TDL,7,TD,Technology Delivery,Conference  -  Technology Delivery  -  Vendor,Conference,Vendor,,,Oracle,Oracle North America Cloud Partner Technical Forum,,,,,Oracle,Conf - Oracle NA Cloud Partner Tech Forum - Not on approved list,TAS TDL Oracle Approval Group,Career growth,,16.0,No,0.0,0,0.0,0
1635,TAS,Metro Wash DC Arlington Corp 800 N Glebe,01.01.206.007,TC Oracle,Oracle,TC,9,TC,Technology Consulting,Elective Course  -  Technology Consulting  -  Vendor All Other,Elective Course,Vendor All Other,Virtual,,Skillsoft,,,,,,Should not have been approved,Low hours - do on own time,TAS TC Oracle Approval Group,Career growth,,3.6,No,0.0,0,0.0,0
1636,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.207.004,TDL Emerging Technology,Emerging Tech,TDL,10,TD,Technology Delivery,Elective Course  -  Technology Delivery  -  Vendor All Other,Elective Course,Vendor All Other,Classroom,,Edward Tufte,,,,,,Analytics/Big Data,Data Visualization,TAS TDL Emerging Technology Approval Group,Current project/role,,7.25,No,0.0,0,420.0,0
1637,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.206.007,TC Oracle,Oracle,TC,6,TC,Technology Consulting,Conference  -  Technology Consulting  -  Vendor,Conference,Vendor,,"San Francisco, CA",Oracle,Oracle Open World,,,,,Oracle,Conf - Oracle Open World,TAS TC Oracle Approval Group,Current project/role,0.0,32.0,Yes,0.0,2450,0.0,0
1638,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.207.004,TDL Emerging Technology,Emerging Tech,TDL,9,TD,Technology Delivery,Elective Course  -  Technology Delivery  -  Vendor All Other,Elective Course,Vendor All Other,Virtual,,Learning Tree,,,,,,Custom Development,Java - REST- SOAP Web Svcs,TAS TDL Emerging Technology Approval Group,Current project/role,,32.0,No,0.0,0,2990.0,0
1639,TAS,Metro Wash DC Arlington Corp 800 N Glebe,01.01.206.007,TC Oracle,Oracle,TC,9,TC,Technology Consulting,Elective Course  -  Technology Consulting  -  Vendor All Other,Elective Course,Vendor All Other,Virtual,,Skillsoft,,,,,,Should not have been approved,Low hours - do on own time,TAS TC Oracle Approval Group,Career growth,,4.0,No,0.0,0,0.0,0
1640,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.207.004,TDL Emerging Technology,Emerging Tech,TDL,4,TD,Technology Delivery,Elective Course  -  Technology Delivery  -  Vendor All Other,Elective Course,Vendor All Other,Classroom,,Leadership Arlington,,,,,,Leadership,ON BOARD! (vendor),TAS TDL Emerging Technology Approval Group,Other,,8.0,No,0.0,0,110.0,0
1641,TAS,Metro Wash DC Arlington Corp 800 N Glebe,01.01.207.004,TDL Emerging Technology,Emerging Tech,TDL,7,TD,Technology Delivery,Elective Course  -  Technology Delivery  -  Accenture,Elective Course,Accenture,Classroom,,,,,,,,Leadership,RISE,TAS TDL Emerging Technology Approval Group,Career growth,,12.0,No,0.0,0,0.0,0
1642,TAS,Metro Wash DC Arlington Corp 800 N Glebe,01.01.207.004,TDL Emerging Technology,Emerging Tech,TDL,10,TD,Technology Delivery,Certification  -  Technology Delivery  -  Accenture,Certification,Accenture,Virtual,,,,,New,AWS Certified Solutions Architect - Associate,Yes,Cloud,AWS Certification,TAS TDL Emerging Technology Approval Group,Career growth,,0.0,No,0.0,0,0.0,0
1643,TAS,Metro Wash DC Arlington Corp 800 N Glebe,01.01.206.007,TC Oracle,Oracle,TC,9,TC,Technology Consulting,Elective Course  -  Technology Consulting  -  Vendor All Other,Elective Course,Vendor All Other,Virtual,,skillsoft,,,,,,Should not have been approved,Low hours - do on own time,TAS TC Oracle Approval Group,Career growth,,1.5,No,0.0,0,0.0,0
1644,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.206.002,TC Advanced Tech & Arch,AT&A,TC,7,TC,Technology Consulting,Conference  -  Technology Consulting  -  Vendor,Conference,Vendor,,Boston,Red Hat,Red Hat Summit,,,,,Infrastructure,Conf - Red Hat Summit,TAS TC Advanced Tech & Arch Approval Group,Current project/role,,27.0,Yes,0.0,995,0.0,0
1645,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.206.002,TC Advanced Tech & Arch,AT&A,TC,5,TC,Technology Consulting,Conference  -  Technology Consulting  -  Vendor,Conference,Vendor,,"Boston, MA",Red Hat,Red Hat Summit,,,,,Infrastructure,Conf - Red Hat Summit,TAS TC Advanced Tech & Arch Approval Group,Career growth,25.0,24.0,Yes,0.0,1000,0.0,0
1646,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.207.004,TDL Emerging Technology,Emerging Tech,TDL,9,TD,Technology Delivery,Certification  -  Technology Delivery  -  Accenture,Certification,Accenture,Virtual,,,,,New,AWS Certified Solutions Architect - Associate,Yes,Cloud,AWS Certification,TAS TDL Emerging Technology Approval Group,Career growth,,0.0,No,0.0,0,0.0,0
1647,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.207.004,TDL Emerging Technology,Emerging Tech,TDL,10,TD,Technology Delivery,Certification  -  Technology Delivery  -  Accenture,Certification,Accenture,Virtual,,,,,New,AWS Certified Solutions Architect - Associate Level,Yes,Cloud,AWS Certification,TAS TDL Emerging Technology Approval Group,Other,,0.0,No,0.0,0,0.0,0
1648,TAS,Metro Wash DC Arlington Corp 800 N Glebe,01.01.207.004,TDL Emerging Technology,Emerging Tech,TDL,9,TD,Technology Delivery,Certification  -  Technology Delivery  -  Vendor All Other,Certification,Vendor All Other,Classroom,,Amazon,,,New,AWS Certified Solutions Architect Associate,No,Cloud,AWS Certification,TAS TDL Emerging Technology Approval Group,Career growth,,2.0,No,150.0,0,0.0,0
1649,TAS,Metro Wash DC Arlington Corp 800 N Glebe,01.01.207.004,TDL Emerging Technology,Emerging Tech,TDL,9,TD,Technology Delivery,Client Data Protection  -  Technology Delivery  -  Accenture,Client Data Protection,Accenture,Virtual,,,,,,,,ACN/AFS Curriculum,CDP,TAS TDL Emerging Technology Approval Group,Current project/role,,0.75,,0.0,0,0.0,0
1650,TAS,Metro Wash DC Arlington Corp 800 N Glebe,01.01.206.007,TC Oracle,Oracle,TC,7,TC,Technology Consulting,Elective Course  -  Technology Consulting  -  Accenture,Elective Course,Accenture,Virtual,,,,,,,,Should not have been approved,Low hours - do on own time,TAS TC Oracle Approval Group,Career growth,,1.5,No,0.0,0,0.0,0
1651,TAS,Charlotte GS 201 South College,01.01.206.008,TC SAP,SAP,TC,6,TC,Technology Consulting,Elective Course  -  Technology Consulting  -  Accenture,Elective Course,Accenture,Virtual,,,,,,,,Should not have been approved,Low hours - do on own time,TAS TC SAP Approval Group,Other,,1.0,No,0.0,0,0.0,0
1652,TAS,Charlotte GS 201 South College,01.01.206.008,TC SAP,SAP,TC,6,TC,Technology Consulting,Elective Course  -  Technology Consulting  -  Accenture,Elective Course,Accenture,Virtual,,,,,,,,Should not have been approved,Low hours - do on own time,TAS TC SAP Approval Group,Other,,2.0,No,0.0,0,0.0,0
1653,TAS,Charlotte GS 201 South College,01.01.206.008,TC SAP,SAP,TC,6,TC,Technology Consulting,Elective Course  -  Technology Consulting  -  Accenture,Elective Course,Accenture,Virtual,,,,,,,,Should not have been approved,Low hours - do on own time,TAS TC SAP Approval Group,Other,,3.0,No,0.0,0,0.0,0
1654,TAS,Charlotte GS 201 South College,01.01.206.008,TC SAP,SAP,TC,6,TC,Technology Consulting,Elective Course  -  Technology Consulting  -  Accenture,Elective Course,Accenture,Virtual,,,,,,,,Should not have been approved,Low hours - do on own time,TAS TC SAP Approval Group,Other,,3.0,No,0.0,0,0.0,0
1655,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.206.011,TC Security,Security,TC,7,TC,Technology Consulting,Elective Course  -  Technology Consulting  -  Accenture,Elective Course,Accenture,Virtual,,,,,,,,Should not have been approved,Low hours - do on own time,TAS TC Security Approval Group,Accenture curriculum,,0.5,No,0.0,0,0.0,0
